EventName,DriverNumber,Compound,LapCount,TotalLaps,LapProportion
Dutch Grand Prix,18,HARD,41,72,0.5694444444444444
Dutch Grand Prix,18,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,20,HARD,40,72,0.5555555555555556
Dutch Grand Prix,20,MEDIUM,31,72,0.4305555555555556
Dutch Grand Prix,22,HARD,39,72,0.5416666666666666
Dutch Grand Prix,22,MEDIUM,18,72,0.25
Dutch Grand Prix,22,SOFT,14,72,0.19444444444444445
Dutch Grand Prix,23,HARD,42,72,0.5833333333333334
Dutch Grand Prix,23,MEDIUM,29,72,0.4027777777777778
Dutch Grand Prix,24,HARD,33,72,0.4583333333333333
Dutch Grand Prix,24,MEDIUM,18,72,0.25
Dutch Grand Prix,24,SOFT,19,72,0.2638888888888889
Dutch Grand Prix,27,HARD,57,72,0.7916666666666666
Dutch Grand Prix,27,MEDIUM,14,72,0.19444444444444445
Dutch Grand Prix,31,HARD,41,72,0.5694444444444444
Dutch Grand Prix,31,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,44,HARD,25,72,0.3472222222222222
Dutch Grand Prix,44,SOFT,47,72,0.6527777777777778
Dutch Grand Prix,55,HARD,42,72,0.5833333333333334
Dutch Grand Prix,55,MEDIUM,30,72,0.4166666666666667
Dutch Grand Prix,63,HARD,29,72,0.4027777777777778
Dutch Grand Prix,63,MEDIUM,25,72,0.3472222222222222
Dutch Grand Prix,63,SOFT,18,72,0.25
Dutch Grand Prix,77,HARD,28,72,0.3888888888888889
Dutch Grand Prix,77,MEDIUM,27,72,0.375
Dutch Grand Prix,77,SOFT,15,72,0.20833333333333334
Dutch Grand Prix,81,HARD,39,72,0.5416666666666666
Dutch Grand Prix,81,MEDIUM,33,72,0.4583333333333333
Emilia Romagna Grand Prix,1,HARD,39,63,0.6190476190476191
Emilia Romagna Grand Prix,1,MEDIUM,24,63,0.38095238095238093
Emilia Romagna Grand Prix,2,HARD,31,63,0.49206349206349204
Emilia Romagna Grand Prix,2,MEDIUM,31,63,0.49206349206349204
Emilia Romagna Grand Prix,3,HARD,51,63,0.8095238095238095
Emilia Romagna Grand Prix,3,MEDIUM,11,63,0.1746031746031746
Emilia Romagna Grand Prix,4,HARD,41,63,0.6507936507936508
Emilia Romagna Grand Prix,4,MEDIUM,22,63,0.3492063492063492
Emilia Romagna Grand Prix,10,HARD,22,63,0.3492063492063492
Emilia Romagna Grand Prix,10,MEDIUM,32,63,0.5079365079365079
Emilia Romagna Grand Prix,10,SOFT,8,63,0.12698412698412698
Emilia Romagna Grand Prix,11,HARD,37,63,0.5873015873015873
Emilia Romagna Grand Prix,11,MEDIUM,26,63,0.4126984126984127
Emilia Romagna Grand Prix,14,HARD,33,63,0.5238095238095238
Emilia Romagna Grand Prix,14,MEDIUM,19,63,0.30158730158730157
Emilia Romagna Grand Prix,14,SOFT,10,63,0.15873015873015872
Emilia Romagna Grand Prix,16,HARD,38,63,0.6031746031746031
Emilia Romagna Grand Prix,16,MEDIUM,25,63,0.3968253968253968
Emilia Romagna Grand Prix,18,HARD,26,63,0.4126984126984127
Emilia Romagna Grand Prix,18,MEDIUM,37,63,0.5873015873015873
Emilia Romagna Grand Prix,20,HARD,25,63,0.3968253968253968
Emilia Romagna Grand Prix,20,MEDIUM,37,63,0.5873015873015873
Emilia Romagna Grand Prix,22,HARD,50,63,0.7936507936507936
Emilia Romagna Grand Prix,22,MEDIUM,12,63,0.19047619047619047
Emilia Romagna Grand Prix,23,HARD,1,63,0.015873015873015872
Emilia Romagna Grand Prix,23,MEDIUM,50,63,0.7936507936507936
Emilia Romagna Grand Prix,24,HARD,33,63,0.5238095238095238
Emilia Romagna Grand Prix,24,MEDIUM,29,63,0.4603174603174603
Emilia Romagna Grand Prix,27,HARD,49,63,0.7777777777777778
Emilia Romagna Grand Prix,27,MEDIUM,13,63,0.20634920634920634
Emilia Romagna Grand Prix,31,HARD,37,63,0.5873015873015873
Emilia Romagna Grand Prix,31,MEDIUM,25,63,0.3968253968253968
Emilia Romagna Grand Prix,44,HARD,36,63,0.5714285714285714
Emilia Romagna Grand Prix,44,MEDIUM,27,63,0.42857142857142855
Emilia Romagna Grand Prix,55,HARD,36,63,0.5714285714285714
Emilia Romagna Grand Prix,55,MEDIUM,27,63,0.42857142857142855
Emilia Romagna Grand Prix,63,HARD,31,63,0.49206349206349204
Emilia Romagna Grand Prix,63,MEDIUM,32,63,0.5079365079365079
Emilia Romagna Grand Prix,77,HARD,54,63,0.8571428571428571
Emilia Romagna Grand Prix,77,MEDIUM,8,63,0.12698412698412698
Emilia Romagna Grand Prix,81,HARD,40,63,0.6349206349206349
Emilia Romagna Grand Prix,81,MEDIUM,23,63,0.36507936507936506
Hungarian Grand Prix,1,HARD,28,70,0.4
Hungarian Grand Prix,1,MEDIUM,42,70,0.6
Hungarian Grand Prix,2,HARD,55,70,0.7857142857142857
Hungarian Grand Prix,2,MEDIUM,8,70,0.11428571428571428
Hungarian Grand Prix,2,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,3,HARD,62,70,0.8857142857142857
Hungarian Grand Prix,3,MEDIUM,7,70,0.1
Hungarian Grand Prix,4,HARD,28,70,0.4
Hungarian Grand Prix,4,MEDIUM,42,70,0.6
Hungarian Grand Prix,10,HARD,28,70,0.4
Hungarian Grand Prix,10,MEDIUM,5,70,0.07142857142857142
Hungarian Grand Prix,11,HARD,28,70,0.4
Hungarian Grand Prix,11,MEDIUM,42,70,0.6
Hungarian Grand Prix,14,HARD,33,70,0.4714285714285714
Hungarian Grand Prix,14,MEDIUM,30,70,0.42857142857142855
Hungarian Grand Prix,14,SOFT,7,70,0.1
Hungarian Grand Prix,16,HARD,17,70,0.24285714285714285
Hungarian Grand Prix,16,MEDIUM,53,70,0.7571428571428571
Hungarian Grand Prix,18,HARD,25,70,0.35714285714285715
Hungarian Grand Prix,18,MEDIUM,31,70,0.44285714285714284
Hungarian Grand Prix,18,SOFT,14,70,0.2
Hungarian Grand Prix,20,HARD,63,70,0.9
Hungarian Grand Prix,20,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,22,HARD,41,70,0.5857142857142857
Hungarian Grand Prix,22,MEDIUM,29,70,0.4142857142857143
Hungarian Grand Prix,23,HARD,63,70,0.9
Hungarian Grand Prix,23,SOFT,6,70,0.08571428571428572
Hungarian Grand Prix,24,HARD,62,70,0.8857142857142857
Hungarian Grand Prix,24,MEDIUM,7,70,0.1
Hungarian Grand Prix,27,HARD,67,70,0.9571428571428572
Hungarian Grand Prix,27,MEDIUM,2,70,0.02857142857142857
Hungarian Grand Prix,31,HARD,58,70,0.8285714285714286
Hungarian Grand Prix,31,MEDIUM,6,70,0.08571428571428572
Hungarian Grand Prix,31,SOFT,5,70,0.07142857142857142
Hungarian Grand Prix,44,HARD,54,70,0.7714285714285715
Hungarian Grand Prix,44,MEDIUM,16,70,0.22857142857142856
Hungarian Grand Prix,55,HARD,26,70,0.37142857142857144
Hungarian Grand Prix,55,MEDIUM,44,70,0.6285714285714286
Hungarian Grand Prix,63,HARD,50,70,0.7142857142857143
Hungarian Grand Prix,63,MEDIUM,20,70,0.2857142857142857
Hungarian Grand Prix,77,HARD,53,70,0.7571428571428571
Hungarian Grand Prix,77,MEDIUM,16,70,0.22857142857142856
Hungarian Grand Prix,81,HARD,29,70,0.4142857142857143
Hungarian Grand Prix,81,MEDIUM,41,70,0.5857142857142857
Japanese Grand Prix,1,HARD,19,53,0.3584905660377358
Japanese Grand Prix,1,MEDIUM,34,53,0.6415094339622641
Japanese Grand Prix,2,HARD,33,53,0.6226415094339622
Japanese Grand Prix,2,MEDIUM,7,53,0.1320754716981132
Japanese Grand Prix,2,SOFT,12,53,0.22641509433962265
Japanese Grand Prix,3,MEDIUM,1,53,0.018867924528301886
Japanese Grand Prix,4,HARD,42,53,0.7924528301886793
Japanese Grand Prix,4,MEDIUM,11,53,0.20754716981132076
Japanese Grand Prix,10,HARD,35,53,0.660377358490566
Japanese Grand Prix,10,MEDIUM,16,53,0.3018867924528302
Japanese Grand Prix,10,SOFT,1,53,0.018867924528301886
Japanese Grand Prix,11,HARD,20,53,0.37735849056603776
Japanese Grand Prix,11,MEDIUM,33,53,0.6226415094339622
Japanese Grand Prix,14,HARD,20,53,0.37735849056603776
Japanese Grand Prix,14,MEDIUM,20,53,0.37735849056603776
Japanese Grand Prix,14,SOFT,13,53,0.24528301886792453
Japanese Grand Prix,16,HARD,27,53,0.5094339622641509
Japanese Grand Prix,16,MEDIUM,26,53,0.49056603773584906
Japanese Grand Prix,18,HARD,12,53,0.22641509433962265
Japanese Grand Prix,18,MEDIUM,10,53,0.18867924528301888
Japanese Grand Prix,18,SOFT,30,53,0.5660377358490566
Japanese Grand Prix,20,HARD,30,53,0.5660377358490566
Japanese Grand Prix,20,MEDIUM,22,53,0.41509433962264153
Japanese Grand Prix,22,HARD,45,53,0.8490566037735849
Japanese Grand Prix,22,MEDIUM,1,53,0.018867924528301886
Japanese Grand Prix,22,SOFT,6,53,0.11320754716981132
Japanese Grand Prix,23,SOFT,1,53,0.018867924528301886
Japanese Grand Prix,24,HARD,5,53,0.09433962264150944
Japanese Grand Prix,24,MEDIUM,1,53,0.018867924528301886
Japanese Grand Prix,24,SOFT,6,53,0.11320754716981132
Japanese Grand Prix,27,HARD,47,53,0.8867924528301887
Japanese Grand Prix,27,SOFT,5,53,0.09433962264150944
Japanese Grand Prix,31,HARD,32,53,0.6037735849056604
Japanese Grand Prix,31,MEDIUM,19,53,0.3584905660377358
Japanese Grand Prix,31,SOFT,1,53,0.018867924528301886
Japanese Grand Prix,44,HARD,38,53,0.7169811320754716
Japanese Grand Prix,44,MEDIUM,15,53,0.2830188679245283
Japanese Grand Prix,55,HARD,17,53,0.32075471698113206
Japanese Grand Prix,55,MEDIUM,36,53,0.6792452830188679
Japanese Grand Prix,63,HARD,36,53,0.6792452830188679
Japanese Grand Prix,63,MEDIUM,17,53,0.32075471698113206
Japanese Grand Prix,77,HARD,46,53,0.8679245283018868
Japanese Grand Prix,77,SOFT,6,53,0.11320754716981132
Japanese Grand Prix,81,HARD,41,53,0.7735849056603774
Japanese Grand Prix,81,MEDIUM,12,53,0.22641509433962265
Miami Grand Prix,1,HARD,34,57,0.5964912280701754
Miami Grand Prix,1,MEDIUM,23,57,0.40350877192982454
Miami Grand Prix,2,HARD,17,57,0.2982456140350877
Miami Grand Prix,2,MEDIUM,11,57,0.19298245614035087
Miami Grand Prix,3,HARD,28,57,0.49122807017543857
Miami Grand Prix,3,MEDIUM,29,57,0.5087719298245614
Miami Grand Prix,4,HARD,28,57,0.49122807017543857
Miami Grand Prix,4,MEDIUM,29,57,0.5087719298245614
Miami Grand Prix,10,HARD,45,57,0.7894736842105263
Miami Grand Prix,10,MEDIUM,12,57,0.21052631578947367
Miami Grand Prix,11,HARD,11,57,0.19298245614035087
Miami Grand Prix,11,MEDIUM,46,57,0.8070175438596491
Miami Grand Prix,14,HARD,22,57,0.38596491228070173
Miami Grand Prix,14,MEDIUM,35,57,0.6140350877192983
Miami Grand Prix,16,HARD,38,57,0.6666666666666666
Miami Grand Prix,16,MEDIUM,19,57,0.3333333333333333
Miami Grand Prix,18,HARD,17,57,0.2982456140350877
Miami Grand Prix,18,MEDIUM,40,57,0.7017543859649122
Miami Grand Prix,20,HARD,22,57,0.38596491228070173
Miami Grand Prix,20,MEDIUM,35,57,0.6140350877192983
Miami Grand Prix,22,HARD,29,57,0.5087719298245614
Miami Grand Prix,22,MEDIUM,28,57,0.49122807017543857
Miami Grand Prix,23,HARD,43,57,0.7543859649122807
Miami Grand Prix,23,MEDIUM,10,57,0.17543859649122806
Miami Grand Prix,23,SOFT,4,57,0.07017543859649122
Miami Grand Prix,24,MEDIUM,28,57,0.49122807017543857
Miami Grand Prix,24,SOFT,29,57,0.5087719298245614
Miami Grand Prix,27,HARD,16,57,0.2807017543859649
Miami Grand Prix,27,MEDIUM,41,57,0.7192982456140351
Miami Grand Prix,31,HARD,35,57,0.6140350877192983
Miami Grand Prix,31,MEDIUM,22,57,0.38596491228070173
Miami Grand Prix,44,HARD,26,57,0.45614035087719296
Miami Grand Prix,44,MEDIUM,31,57,0.543859649122807
Miami Grand Prix,55,HARD,30,57,0.5263157894736842
Miami Grand Prix,55,MEDIUM,27,57,0.47368421052631576
Miami Grand Prix,63,HARD,33,57,0.5789473684210527
Miami Grand Prix,63,MEDIUM,24,57,0.42105263157894735
Miami Grand Prix,77,HARD,18,57,0.3157894736842105
Miami Grand Prix,77,MEDIUM,28,57,0.49122807017543857
Miami Grand Prix,77,SOFT,11,57,0.19298245614035087
Miami Grand Prix,81,HARD,13,57,0.22807017543859648
Miami Grand Prix,81,MEDIUM,44,57,0.7719298245614035
Monaco Grand Prix,1,HARD,27,78,0.34615384615384615
Monaco Grand Prix,1,MEDIUM,51,78,0.6538461538461539
Monaco Grand Prix,2,HARD,57,78,0.7307692307692307
Monaco Grand Prix,2,MEDIUM,19,78,0.24358974358974358
Monaco Grand Prix,3,HARD,75,78,0.9615384615384616
Monaco Grand Prix,3,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,4,HARD,77,78,0.9871794871794872
Monaco Grand Prix,4,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,10,HARD,1,78,0.01282051282051282
Monaco Grand Prix,10,MEDIUM,76,78,0.9743589743589743
Monaco Grand Prix,11,HARD,1,78,0.01282051282051282
Monaco Grand Prix,14,HARD,1,78,0.01282051282051282
Monaco Grand Prix,14,MEDIUM,75,78,0.9615384615384616
Monaco Grand Prix,16,HARD,77,78,0.9871794871794872
Monaco Grand Prix,16,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,18,HARD,7,78,0.08974358974358974
Monaco Grand Prix,18,MEDIUM,41,78,0.5256410256410257
Monaco Grand Prix,18,SOFT,28,78,0.358974358974359
Monaco Grand Prix,20,HARD,1,78,0.01282051282051282
Monaco Grand Prix,22,HARD,76,78,0.9743589743589743
Monaco Grand Prix,22,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,23,HARD,76,78,0.9743589743589743
Monaco Grand Prix,23,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,24,HARD,69,78,0.8846153846153846
Monaco Grand Prix,24,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,24,SOFT,6,78,0.07692307692307693
Monaco Grand Prix,27,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,31,HARD,1,78,0.01282051282051282
Monaco Grand Prix,44,HARD,28,78,0.358974358974359
Monaco Grand Prix,44,MEDIUM,50,78,0.6410256410256411
Monaco Grand Prix,55,HARD,77,78,0.9871794871794872
Monaco Grand Prix,55,MEDIUM,1,78,0.01282051282051282
Monaco Grand Prix,63,HARD,1,78,0.01282051282051282
Monaco Grand Prix,63,MEDIUM,77,78,0.9871794871794872
Monaco Grand Prix,77,HARD,62,78,0.7948717948717948
Monaco Grand Prix,77,MEDIUM,14,78,0.1794871794871795
Monaco Grand Prix,81,HARD,77,78,0.9871794871794872
Monaco Grand Prix,81,MEDIUM,1,78,0.01282051282051282
Saudi Arabian Grand Prix,1,HARD,43,50,0.86
Saudi Arabian Grand Prix,1,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,2,HARD,42,50,0.84
Saudi Arabian Grand Prix,2,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,3,HARD,42,50,0.84
Saudi Arabian Grand Prix,3,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,4,MEDIUM,37,50,0.74
Saudi Arabian Grand Prix,4,SOFT,13,50,0.26
Saudi Arabian Grand Prix,10,MEDIUM,1,50,0.02
Saudi Arabian Grand Prix,11,HARD,43,50,0.86
Saudi Arabian Grand Prix,11,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,14,HARD,43,50,0.86
Saudi Arabian Grand Prix,14,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,16,HARD,43,50,0.86
Saudi Arabian Grand Prix,16,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,18,MEDIUM,6,50,0.12
Saudi Arabian Grand Prix,20,HARD,43,50,0.86
Saudi Arabian Grand Prix,20,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,22,HARD,42,50,0.84
Saudi Arabian Grand Prix,22,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,23,HARD,43,50,0.86
Saudi Arabian Grand Prix,23,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,24,MEDIUM,41,50,0.82
Saudi Arabian Grand Prix,24,SOFT,8,50,0.16
Saudi Arabian Grand Prix,27,HARD,17,50,0.34
Saudi Arabian Grand Prix,27,MEDIUM,33,50,0.66
Saudi Arabian Grand Prix,31,HARD,42,50,0.84
Saudi Arabian Grand Prix,31,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,38,HARD,43,50,0.86
Saudi Arabian Grand Prix,38,SOFT,7,50,0.14
Saudi Arabian Grand Prix,44,MEDIUM,36,50,0.72
Saudi Arabian Grand Prix,44,SOFT,14,50,0.28
Saudi Arabian Grand Prix,63,HARD,43,50,0.86
Saudi Arabian Grand Prix,63,MEDIUM,7,50,0.14
Saudi Arabian Grand Prix,77,HARD,28,50,0.56
Saudi Arabian Grand Prix,77,SOFT,21,50,0.42
Saudi Arabian Grand Prix,81,HARD,43,50,0.86
Saudi Arabian Grand Prix,81,MEDIUM,7,50,0.14
Spanish Grand Prix,1,MEDIUM,27,66,0.4090909090909091
Spanish Grand Prix,1,SOFT,39,66,0.5909090909090909
Spanish Grand Prix,2,HARD,30,66,0.45454545454545453
Spanish Grand Prix,2,MEDIUM,20,66,0.30303030303030304
Spanish Grand Prix,2,SOFT,14,66,0.21212121212121213
Spanish Grand Prix,3,HARD,23,66,0.3484848484848485
Spanish Grand Prix,3,MEDIUM,26,66,0.3939393939393939
Spanish Grand Prix,3,SOFT,16,66,0.24242424242424243
Spanish Grand Prix,4,MEDIUM,24,66,0.36363636363636365
Spanish Grand Prix,4,SOFT,42,66,0.6363636363636364
Spanish Grand Prix,10,HARD,28,66,0.42424242424242425
Spanish Grand Prix,10,MEDIUM,24,66,0.36363636363636365
Spanish Grand Prix,10,SOFT,14,66,0.21212121212121213
Spanish Grand Prix,11,MEDIUM,18,66,0.2727272727272727
Spanish Grand Prix,11,SOFT,48,66,0.7272727272727273
Spanish Grand Prix,14,HARD,20,66,0.30303030303030304
Spanish Grand Prix,14,MEDIUM,26,66,0.3939393939393939
Spanish Grand Prix,14,SOFT,19,66,0.2878787878787879
Spanish Grand Prix,16,MEDIUM,23,66,0.3484848484848485
Spanish Grand Prix,16,SOFT,43,66,0.6515151515151515
Spanish Grand Prix,18,HARD,28,66,0.42424242424242425
Spanish Grand Prix,18,MEDIUM,20,66,0.30303030303030304
Spanish Grand Prix,18,SOFT,17,66,0.25757575757575757
Spanish Grand Prix,20,HARD,36,66,0.5454545454545454
Spanish Grand Prix,20,MEDIUM,19,66,0.2878787878787879
Spanish Grand Prix,20,SOFT,10,66,0.15151515151515152
Spanish Grand Prix,22,HARD,17,66,0.25757575757575757
Spanish Grand Prix,22,MEDIUM,18,66,0.2727272727272727
Spanish Grand Prix,22,SOFT,30,66,0.45454545454545453
Spanish Grand Prix,23,MEDIUM,18,66,0.2727272727272727
Spanish Grand Prix,23,SOFT,47,66,0.7121212121212122
Spanish Grand Prix,24,HARD,24,66,0.36363636363636365
Spanish Grand Prix,24,MEDIUM,32,66,0.48484848484848486
Spanish Grand Prix,24,SOFT,9,66,0.13636363636363635
Spanish Grand Prix,27,HARD,28,66,0.42424242424242425
Spanish Grand Prix,27,MEDIUM,26,66,0.3939393939393939
Spanish Grand Prix,27,SOFT,12,66,0.18181818181818182
Spanish Grand Prix,31,HARD,29,66,0.4393939393939394
Spanish Grand Prix,31,MEDIUM,24,66,0.36363636363636365
Spanish Grand Prix,31,SOFT,13,66,0.19696969696969696
Spanish Grand Prix,44,MEDIUM,27,66,0.4090909090909091
Spanish Grand Prix,44,SOFT,39,66,0.5909090909090909
Spanish Grand Prix,55,HARD,30,66,0.45454545454545453
Spanish Grand Prix,55,MEDIUM,21,66,0.3181818181818182
Spanish Grand Prix,55,SOFT,15,66,0.22727272727272727
Spanish Grand Prix,63,HARD,30,66,0.45454545454545453
Spanish Grand Prix,63,MEDIUM,21,66,0.3181818181818182
Spanish Grand Prix,63,SOFT,15,66,0.22727272727272727
Spanish Grand Prix,77,HARD,37,66,0.5606060606060606
Spanish Grand Prix,77,SOFT,28,66,0.42424242424242425
Spanish Grand Prix,81,MEDIUM,25,66,0.3787878787878788
Spanish Grand Prix,81,SOFT,41,66,0.6212121212121212
